Date,KOSPI,PortA,PortB
2019-07-09,2052.03,1129.67,1086.24
2019-07-10,2058.78,1128.47,1084.95
2019-07-11,2080.58,1128.89,1085.42
2019-07-12,2086.66,1128.71,1085.23
2019-07-13,2086.66,1127.45,1083.82
2019-07-14,2086.66,1128.58,1085.02
2019-07-15,2082.48,1128.81,1085.29
2019-07-16,2091.87,1126.99,1083.14
2019-07-17,2072.92,1127.51,1083.74
2019-07-18,2066.55,1127.85,1084.14
2019-07-19,2094.36,1127.77,1084.05
2019-07-20,2094.36,1127.83,1084.12
2019-07-21,2094.36,1128.94,1085.38
2019-07-22,2093.34,1128.72,1085.14
2019-07-23,2101.45,1131.97,1088.8
2019-07-24,2082.3,1131.47,1088.23
2019-07-25,2074.48,1134.47,1091.64
2019-07-26,2066.26,1133.75,1090.83
2019-07-27,2066.26,1134.97,1092.23
2019-07-28,2066.26,1136.43,1093.86
2019-07-29,2029.48,1136.41,1093.84
2019-07-30,2038.68,1136.31,1093.72
2019-07-31,2024.55,1133.44,1090.64
2019-08-01,2017.34,1134.62,1092.05
2019-08-02,1998.13,1132.88,1090.07
2019-08-03,1998.13,1134.86,1092.45
2019-08-04,1998.13,1135.35,1092.98
2019-08-05,1946.98,1136.38,1094.18
2019-08-06,1917.5,1132.16,1089.33
2019-08-07,1909.71,1133.76,1091.08
2019-08-08,1920.61,1131.89,1089.02
2019-08-09,1937.75,1130.38,1087.3
2019-08-10,1937.75,1130.08,1086.94
2019-08-11,1937.75,1128.93,1085.63
2019-08-12,1942.29,1126.29,1082.78
2019-08-13,1925.83,1125.93,1082.39
2019-08-14,1938.37,1128.41,1085.08
2019-08-15,1938.37,1124.26,1080.01
2019-08-16,1927.17,1124.63,1080.43
2019-08-17,1927.17,1129.56,1086.04
2019-08-18,1927.17,1130.33,1086.89
2019-08-19,1939.9,1132.82,1089.64
2019-08-20,1960.25,1130.92,1087.47
2019-08-21,1964.65,1127.94,1083.9
2019-08-22,1951.01,1129.46,1085.65
2019-08-23,1948.3,1130.62,1087.05
2019-08-24,1948.3,1131.51,1088.14
2019-08-25,1948.3,1132.29,1089.04
2019-08-26,1916.31,1134.62,1091.74
2019-08-27,1924.6,1134.5,1091.61
2019-08-28,1941.09,1132.69,1089.64
2019-08-29,1933.41,1130.34,1086.84
2019-08-30,1967.79,1127.23,1083.45
2019-08-31,1967.79,1126.87,1083.05
2019-09-01,1967.79,1126.52,1082.64
2019-09-02,1969.19,1129.1,1085.77
2019-09-03,1965.69,1128.18,1084.68
2019-09-04,1988.53,1126.33,1082.56
2019-09-05,2004.75,1124.91,1081
2019-09-06,2009.13,1124.04,1080.02
2019-09-07,2009.13,1123.92,1079.87
2019-09-08,2009.13,1124.63,1080.68
2019-09-09,2019.55,1125.81,1081.96
2019-09-10,2032.08,1126,1082.18
2019-09-11,2049.2,1126.91,1083.23
2019-09-12,2049.2,1128.66,1085.24
2019-09-13,2049.2,1128.95,1085.57
2019-09-14,2049.2,1128.57,1085.14
2019-09-15,2049.2,1128.71,1085.3
2019-09-16,2062.22,1129.52,1086.25
